publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3532363,quarry blast,2011-06-20T01:57:28.647Z,2013-09-03T11:39:00.000Z,175.00000000000000000,-37.08001000000000147,1.62400000000000011,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.09100000000000000,159.00000000000000000,0.21643000000000001,0.19100000000000000
3530194,earthquake,2011-06-15T16:09:02.790Z,2013-09-03T11:34:00.000Z,175.89798999999999296,-37.27656000000000347,3.60599999999999987,213.81639999999998736,ML,,GROPE,reviewed,manual,nz1dr,27,22,16,1.37500000000000000,273.00000000000000000,0.08560000000000000,0.29899999999999999
3526798,quarry blast,2011-06-08T23:57:39.080Z,2013-09-03T11:25:00.000Z,174.99001000000001227,-37.13000000000000256,1.82200000000000006,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.08799999999999999,203.00000000000000000,0.30129000000000000,0.12600000000000000
3526366,earthquake,2011-06-08T02:42:14.003Z,2013-09-03T11:25:00.000Z,175.77425999999999817,-37.54608999999999952,3.50199999999999978,265.24059999999997217,ML,,GROPE,reviewed,manual,nz1dr,19,14,15,1.27499999999999991,251.00000000000000000,0.06738000000000000,0.24900000000000000
3523487,earthquake,2011-06-02T11:02:08.428Z,2013-09-03T11:19:00.000Z,175.19015999999999167,-37.03376000000000090,1.80600000000000005,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,2,0.07600000000000000,209.00000000000000000,0.12010000000000000,0.13900000000000001
3522668,earthquake,2011-05-31T23:33:24.513Z,2013-08-28T15:08:00.000Z,175.02519000000000915,-37.20253999999999905,1.86299999999999999,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,2,0.14499999999999999,149.00000000000000000,0.33816000000000002,0.13400000000000001
3522283,quarry blast,2011-05-31T05:00:06.998Z,2013-08-28T15:07:00.000Z,174.99707000000000789,-37.64059000000000310,2.26600000000000001,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.41099999999999998,264.00000000000000000,0.16882000000000000,0.23499999999999999
3517758,earthquake,2011-05-23T10:48:32.087Z,2013-08-28T15:02:00.000Z,175.67876999999998588,-37.30189000000000021,3.08700000000000019,249.01019999999999754,ML,,GROPE,reviewed,manual,nz1dr,10,6,5,1.48500000000000010,261.00000000000000000,0.33084000000000002,0.19400000000000001
3516541,quarry blast,2011-05-21T01:37:09.937Z,2013-08-28T15:00:00.000Z,175.07000999999999635,-37.62001000000000062,1.97199999999999998,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.36099999999999999,173.00000000000000000,0.31942999999999999,0.32000000000000001
3516109,quarry blast,2011-05-20T04:57:02.587Z,2013-08-28T14:59:00.000Z,175.07000999999999635,-37.62001000000000062,2.24100000000000010,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,5,3,0.36099999999999999,220.00000000000000000,0.29968000000000000,0.36799999999999999
3516032,quarry blast,2011-05-20T01:01:31.537Z,2013-08-28T14:59:00.000Z,174.99001000000001227,-37.13000000000000256,2.06499999999999995,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.08799999999999999,203.00000000000000000,0.31344000000000000,0.10600000000000000
3515620,earthquake,2011-05-19T18:04:05.749Z,2013-08-28T14:59:00.000Z,175.34546000000000276,-37.09241000000000099,1.70700000000000007,10.60389999999999944,ML,,GROPE,reviewed,manual,nz1dr,8,4,2,0.14799999999999999,224.00000000000000000,0.04424000000000000,0.16900000000000001
3511724,quarry blast,2011-05-13T05:02:47.374Z,2013-08-28T14:55:00.000Z,175.07000999999999635,-37.62001000000000062,2.00000000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.36099999999999999,137.00000000000000000,0.22789999999999999,0.06800000000000000
3509708,quarry blast,2011-05-09T05:00:59.983Z,2013-08-29T16:36:00.000Z,175.07000999999999635,-37.62001000000000062,2.28799999999999981,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.36099999999999999,137.00000000000000000,0.22413000000000000,0.16600000000000001
3555346,quarry blast,2011-05-05T04:58:00.928Z,2013-08-28T15:09:00.000Z,175.07000999999999635,-37.62001000000000062,2.13799999999999990,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,8,1,0.36099999999999999,220.00000000000000000,0.31612000000000001,0.00000000000000000
3507138,quarry blast,2011-05-03T23:34:22.813Z,2013-08-28T14:48:00.000Z,174.50911999999999580,-36.86914999999999765,2.15399999999999991,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.08300000000000000,239.00000000000000000,0.00000000000000000,0.00000000000000000
3503459,earthquake,2011-04-27T04:58:44.298Z,2013-08-28T12:30:00.000Z,175.01708999999999605,-36.96936999999999784,1.56099999999999994,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,1,0.07300000000000000,141.00000000000000000,0.22755000000000000,0.00000000000000000
3500446,quarry blast,2011-04-21T05:00:51.192Z,2013-08-28T12:26:00.000Z,175.07000999999999635,-37.62001000000000062,2.31599999999999984,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,6,3,0.36099999999999999,137.00000000000000000,0.25992999999999999,0.18099999999999999
3499947,quarry blast,2011-04-20T04:59:51.877Z,2013-08-28T12:25:00.000Z,175.07000999999999635,-37.62001000000000062,2.18100000000000005,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.36099999999999999,173.00000000000000000,0.22831000000000001,0.06800000000000000
3499488,earthquake,2011-04-19T08:15:24.365Z,2013-08-28T12:24:00.000Z,175.62212999999999852,-37.52526000000000295,3.31199999999999983,256.79669999999998709,ML,,GROPE,reviewed,manual,nz1dr,11,9,12,1.38799999999999990,252.00000000000000000,0.10270000000000000,0.19600000000000001
3499421,quarry blast,2011-04-19T05:01:48.186Z,2013-08-28T12:24:00.000Z,175.07000999999999635,-37.62001000000000062,2.08999999999999986,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,173.00000000000000000,0.25740000000000002,0.30599999999999999
3495730,quarry blast,2011-04-12T02:04:02.938Z,2013-08-28T12:18:00.000Z,175.00000000000000000,-37.08001000000000147,1.76200000000000001,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.09100000000000000,159.00000000000000000,0.22785000000000000,0.05200000000000000
3492631,earthquake,2011-04-06T08:50:31.067Z,2013-08-28T12:14:00.000Z,175.34592000000000667,-37.10499000000000080,2.01500000000000012,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,3,0.14799999999999999,230.00000000000000000,0.07834000000000001,0.13200000000000001
3523867,quarry blast,2011-04-06T05:01:31.938Z,2013-08-28T12:33:00.000Z,175.07000999999999635,-37.62001000000000062,2.23499999999999988,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.36099999999999999,220.00000000000000000,0.30116999999999999,0.26300000000000001
3491510,earthquake,2011-04-04T05:05:43.705Z,2013-08-28T12:13:00.000Z,175.04717999999999734,-37.63633999999999702,2.32299999999999995,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,3,0.37300000000000000,225.00000000000000000,0.33067000000000002,0.26900000000000002
3522737,earthquake,2011-03-28T10:26:51.152Z,2013-08-21T16:51:00.000Z,175.59676999999999225,-37.94919999999999760,2.94700000000000006,139.91390000000001237,ML,,GROPE,reviewed,manual,nz1dr,15,12,14,1.23399999999999999,292.00000000000000000,0.23053999999999999,0.35599999999999998
3482616,earthquake,2011-03-22T14:10:35.793Z,2013-08-21T16:41:00.000Z,175.86340000000001282,-37.49763999999999697,1.92100000000000004,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,2,0.35499999999999998,132.00000000000000000,0.12055000000000000,0.07900000000000000
3482590,earthquake,2011-03-22T13:06:59.592Z,2013-08-21T16:41:00.000Z,175.87163000000001034,-37.50341000000000236,1.87300000000000000,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,3,0.34799999999999998,131.00000000000000000,0.20310000000000000,0.09500000000000000
3482589,earthquake,2011-03-22T13:04:59.554Z,2013-08-21T16:41:00.000Z,175.86654999999998950,-37.50153000000000247,2.07100000000000017,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,5,0.34999999999999998,131.00000000000000000,0.15307000000000001,0.14899999999999999
3482588,earthquake,2011-03-22T13:03:11.675Z,2013-08-21T16:41:00.000Z,175.86752000000001317,-37.49851999999999919,1.79200000000000004,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,3,0.35299999999999998,132.00000000000000000,0.12474000000000000,0.06200000000000000
3481655,earthquake,2011-03-20T17:17:34.024Z,2013-08-21T16:39:00.000Z,175.79890000000000327,-37.53103000000000122,3.54700000000000015,254.45210000000000150,ML,,GROPE,reviewed,manual,nz1dr,28,21,5,1.26800000000000002,253.00000000000000000,0.11753000000000000,0.19200000000000000
3480827,quarry blast,2011-03-19T00:36:00.142Z,2013-08-21T16:38:00.000Z,175.07000999999999635,-37.62001000000000062,2.54800000000000004,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,6,3,0.36099999999999999,220.00000000000000000,0.16542000000000001,0.36699999999999999
3480258,quarry blast,2011-03-17T22:33:36.177Z,2013-08-21T16:37:00.000Z,174.41999999999998749,-36.85999999999999943,1.82600000000000007,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.14399999999999999,273.00000000000000000,0.38269999999999998,0.32800000000000001
3479887,quarry blast,2011-03-17T03:51:26.943Z,2013-08-21T16:37:00.000Z,175.02000000000001023,-36.96000000000000085,1.61699999999999999,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,1,0.07400000000000000,113.00000000000000000,0.16897000000000001,0.00000000000000000
3477046,earthquake,2011-03-11T08:27:27.916Z,2013-08-21T16:30:00.000Z,175.85581999999999425,-37.49481999999999715,2.28500000000000014,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,6,4,0.36799999999999999,131.00000000000000000,0.15151999999999999,0.23799999999999999
3477037,earthquake,2011-03-11T08:00:51.585Z,2013-08-21T16:30:00.000Z,175.86761000000001332,-37.49600000000000222,2.19099999999999984,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,7,5,0.37500000000000000,132.00000000000000000,0.22792999999999999,0.12200000000000000
3476937,earthquake,2011-03-11T03:01:15.911Z,2013-08-21T16:30:00.000Z,175.84843000000000757,-37.48351000000000255,2.36100000000000021,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,18,11,6,0.37100000000000000,66.00000000000000000,0.33122000000000001,0.09600000000000000
3476869,earthquake,2011-03-10T23:48:44.194Z,2013-08-21T16:30:00.000Z,175.86212000000000444,-37.49945999999999913,2.12699999999999978,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,3,0.36899999999999999,120.00000000000000000,0.29075000000000001,0.17999999999999999
3476806,earthquake,2011-03-10T20:58:56.134Z,2013-08-21T16:30:00.000Z,175.86829000000000178,-37.49195000000000277,2.55699999999999994,2.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,20,15,7,0.36299999999999999,75.00000000000000000,0.29125000000000001,0.18500000000000000
3474959,quarry blast,2011-03-07T03:59:03.841Z,2013-08-21T16:24:00.000Z,175.07000999999999635,-37.62001000000000062,2.35000000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.36099999999999999,137.00000000000000000,0.26595000000000002,0.31400000000000000
3474928,quarry blast,2011-03-07T01:03:23.529Z,2013-08-21T16:24:00.000Z,175.00000000000000000,-37.08001000000000147,-9.00000000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,0,0.13700000000000001,128.00000000000000000,0.45867999999999998,0.00000000000000000
3507247,quarry blast,2011-02-28T02:57:04.025Z,2013-08-14T16:12:00.000Z,175.07000999999999635,-37.62001000000000062,2.68000000000000016,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.51800000000000002,336.00000000000000000,0.54003000000000001,0.20699999999999999
3471307,earthquake,2011-02-27T14:05:57.206Z,2013-08-15T14:41:00.000Z,175.10221999999998843,-36.74707000000000079,1.53299999999999992,8.29390000000000072,ML,,GROPE,reviewed,manual,nz1dr,9,6,1,0.05400000000000000,146.00000000000000000,0.07982000000000000,0.00000000000000000
3470099,quarry blast,2011-02-24T22:45:07.470Z,2013-08-14T16:03:00.000Z,175.02000000000001023,-36.96000000000000085,1.97100000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.17199999999999999,251.00000000000000000,0.30058000000000001,0.10600000000000000
3470095,quarry blast,2011-02-24T22:31:07.823Z,2013-08-14T16:03:00.000Z,174.41999999999998749,-36.85999999999999943,2.18599999999999994,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.14399999999999999,276.00000000000000000,0.27030999999999999,0.00000000000000000
3469718,quarry blast,2011-02-24T03:52:18.653Z,2013-08-14T16:02:00.000Z,175.02000000000001023,-36.96000000000000085,1.55699999999999994,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.07400000000000000,132.00000000000000000,0.07034000000000000,0.02200000000000000
3469372,earthquake,2011-02-23T11:54:15.230Z,2013-08-14T16:00:00.000Z,175.19038000000000466,-36.78775000000000261,1.86000000000000010,8.53899999999999970,ML,,GROPE,reviewed,manual,nz1dr,10,6,3,0.04600000000000000,173.00000000000000000,0.09038000000000000,0.10800000000000000
3467763,earthquake,2011-02-20T08:33:00.512Z,2013-08-14T15:54:00.000Z,175.90256999999999721,-37.32430999999999699,3.80600000000000005,218.36209999999999809,ML,,GROPE,reviewed,manual,nz1dr,37,26,25,1.33800000000000008,262.00000000000000000,0.08892000000000000,0.21900000000000000
3462794,quarry blast,2011-02-10T04:00:14.824Z,2013-08-14T15:47:00.000Z,175.07000999999999635,-37.62001000000000062,2.05299999999999994,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,260.00000000000000000,0.18046000000000001,0.40300000000000002
3457631,earthquake,2011-01-30T19:30:56.530Z,2013-08-14T15:01:00.000Z,175.62516999999999712,-37.68820999999999799,3.47199999999999998,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,35,29,17,0.10800000000000000,62.00000000000000000,0.28260000000000002,0.27000000000000002
3456030,earthquake,2011-01-27T13:14:19.472Z,2013-08-14T14:59:00.000Z,175.88773000000000479,-37.38495999999999952,3.01799999999999979,189.43420000000000414,ML,,GROPE,reviewed,manual,nz1dr,11,6,6,1.55099999999999993,299.00000000000000000,0.09410000000000000,0.21500000000000000
3451843,earthquake,2011-01-20T22:37:00.417Z,2013-08-14T14:55:00.000Z,174.51760999999999058,-36.87017000000000166,2.09500000000000020,2.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,1,0.07800000000000000,234.00000000000000000,0.13184999999999999,0.00000000000000000
3450323,quarry blast,2011-01-20T03:59:18.960Z,2013-08-14T14:54:00.000Z,175.07000999999999635,-37.62001000000000062,2.50400000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,137.00000000000000000,0.17519999999999999,0.24099999999999999
3461241,quarry blast,2011-01-17T02:04:48.120Z,2013-08-14T15:03:00.000Z,175.00000000000000000,-37.08001000000000147,1.85000000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.09100000000000000,159.00000000000000000,0.19797999999999999,0.07700000000000000
3443068,earthquake,2011-01-05T00:48:28.835Z,2013-08-14T14:44:00.000Z,175.55785000000000196,-37.59362000000000137,3.70500000000000007,228.76859999999999218,ML,,GROPE,reviewed,manual,nz1dr,22,17,11,1.39700000000000002,235.00000000000000000,0.09444000000000000,0.14999999999999999
3441160,earthquake,2011-01-03T13:36:07.433Z,2013-08-14T14:43:00.000Z,175.68689000000000533,-36.40955000000000297,1.65700000000000003,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.24299999999999999,225.00000000000000000,0.10172000000000000,0.18600000000000000
3436440,earthquake,2010-12-24T09:45:24.593Z,2013-08-14T12:04:00.000Z,175.71944999999999482,-37.66311000000000320,3.48399999999999999,67.61700000000000443,ML,,GROPE,reviewed,manual,nz1dr,23,15,16,0.68200000000000005,241.00000000000000000,0.30115999999999998,0.21800000000000000
3435817,earthquake,2010-12-23T05:14:41.623Z,2013-08-14T12:03:00.000Z,175.93265999999999849,-37.15728000000000009,3.62500000000000000,248.71840000000000259,ML,,GROPE,reviewed,manual,nz1dr,18,13,5,1.44500000000000006,266.00000000000000000,0.08155999999999999,0.09100000000000000
3431889,quarry blast,2010-12-21T03:55:59.541Z,2013-08-14T12:02:00.000Z,175.07000999999999635,-37.62001000000000062,2.41100000000000003,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.36099999999999999,242.00000000000000000,0.12288000000000000,0.37200000000000000
3423687,quarry blast,2010-12-15T03:58:57.661Z,2013-08-14T11:59:00.000Z,175.07000999999999635,-37.62001000000000062,2.13899999999999979,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,6,4,0.36099999999999999,173.00000000000000000,0.12490999999999999,0.27700000000000002
3421491,quarry blast,2010-12-14T04:00:01.470Z,2013-08-14T11:58:00.000Z,175.07000999999999635,-37.62001000000000062,2.22900000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,173.00000000000000000,0.18998000000000001,0.31100000000000000
3445401,earthquake,2010-12-11T14:34:20.452Z,2013-08-14T12:09:00.000Z,175.23912000000001399,-36.90023000000000053,1.46700000000000008,9.79269999999999996,ML,,GROPE,reviewed,manual,nz1dr,7,4,2,0.13500000000000001,128.00000000000000000,0.06526999999999999,0.00500000000000000
3419577,quarry blast,2010-12-10T03:58:01.448Z,2013-08-14T11:55:00.000Z,175.07000999999999635,-37.62001000000000062,2.31700000000000017,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,177.00000000000000000,0.09167000000000000,0.21900000000000000
3417720,quarry blast,2010-12-06T04:00:48.241Z,2013-08-14T11:52:00.000Z,175.07000999999999635,-37.62001000000000062,2.34299999999999997,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,173.00000000000000000,0.22373000000000001,0.25700000000000001
3414836,earthquake,2010-11-30T00:18:20.885Z,2013-08-12T15:33:00.000Z,175.60364999999998759,-37.78909999999999769,3.08000000000000007,140.08910000000000196,ML,,GROPE,reviewed,manual,nz1dr,16,10,11,1.54299999999999993,274.00000000000000000,0.09704000000000000,0.27400000000000002
3407529,quarry blast,2010-11-15T04:01:08.155Z,2013-08-12T15:13:00.000Z,175.07000999999999635,-37.62001000000000062,2.23600000000000021,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,4,0.51800000000000002,173.00000000000000000,0.16841000000000000,0.22300000000000000
3406906,earthquake,2010-11-13T22:10:41.421Z,2013-08-12T15:11:00.000Z,175.59805000000000064,-37.78249000000000279,3.53600000000000003,253.29910000000000991,ML,,GROPE,reviewed,manual,nz1dr,6,3,6,1.62000000000000011,327.00000000000000000,0.08049000000000001,0.13600000000000001
3404914,earthquake,2010-11-09T23:41:35.598Z,2013-08-12T15:07:00.000Z,175.00533999999998969,-35.80836999999999648,2.62699999999999978,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,4,0.55300000000000005,204.00000000000000000,0.28843999999999997,0.37600000000000000
3404014,quarry blast,2010-11-08T03:51:54.886Z,2013-08-12T15:04:00.000Z,174.91999999999998749,-36.95000000000000284,-9.00000000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,0,0.00800000000000000,225.00000000000000000,1.03177000000000008,0.00000000000000000
3395902,quarry blast,2010-10-26T04:07:14.318Z,2013-08-12T11:12:00.000Z,175.07000999999999635,-37.62001000000000062,2.30500000000000016,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.36099999999999999,256.00000000000000000,0.17809000000000000,0.36499999999999999
3389359,earthquake,2010-10-02T19:26:55.940Z,2013-08-12T10:58:00.000Z,175.57982000000001221,-37.63855000000000217,1.80200000000000005,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,4,0.54800000000000004,145.00000000000000000,0.19067999999999999,0.21800000000000000
3380724,earthquake,2010-09-30T10:18:49.276Z,2013-07-16T14:46:00.000Z,175.69909999999998718,-37.65503999999999962,2.39199999999999990,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,4,0.17499999999999999,217.00000000000000000,0.25480999999999998,0.26700000000000002
3380597,quarry blast,2010-09-30T04:00:52.306Z,2013-07-16T14:46:00.000Z,175.07000999999999635,-37.62001000000000062,2.29599999999999982,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,260.00000000000000000,0.22489999999999999,0.30399999999999999
3375956,earthquake,2010-09-21T12:27:41.048Z,2013-07-16T14:38:00.000Z,174.89644000000001256,-36.23198000000000008,2.56700000000000017,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,10,6,0.37300000000000000,150.00000000000000000,0.29037000000000002,0.20899999999999999
3418010,quarry blast,2010-09-21T04:51:07.134Z,2013-07-16T14:50:00.000Z,175.03000000000000114,-37.06000000000000227,1.52699999999999991,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,1,0.11400000000000000,208.00000000000000000,1.72056999999999993,0.08000000000000000
3401438,earthquake,2010-09-15T12:36:57.641Z,2013-07-16T14:49:00.000Z,175.89325999999999794,-36.68786999999999665,3.66599999999999993,390.15750000000002728,ML,,GROPE,reviewed,manual,nz1dr,6,3,9,1.84499999999999997,337.00000000000000000,0.15547000000000000,0.28899999999999998
3372440,earthquake,2010-09-15T04:59:46.223Z,2013-07-16T14:29:00.000Z,175.23929999999998586,-36.86607000000000056,1.31400000000000006,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.11100000000000000,123.00000000000000000,0.10163000000000000,0.01000000000000000
3371428,quarry blast,2010-09-13T05:01:56.650Z,2013-07-16T14:26:00.000Z,175.07000999999999635,-37.62001000000000062,2.13899999999999979,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,260.00000000000000000,0.17559000000000000,0.34499999999999997
3370552,earthquake,2010-09-11T11:58:19.811Z,2013-07-16T14:24:00.000Z,174.48079999999998790,-37.78179000000000087,2.46200000000000019,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,8,0.75700000000000001,193.00000000000000000,0.20699000000000001,0.24199999999999999
3373398,quarry blast,2010-09-08T04:59:53.116Z,2013-07-16T14:32:00.000Z,175.07000999999999635,-37.62001000000000062,1.90100000000000002,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.36099999999999999,256.00000000000000000,0.22230000000000000,0.00000000000000000
3382559,quarry blast,2010-09-05T23:29:10.587Z,2013-07-16T14:47:00.000Z,175.03000000000000114,-37.06000000000000227,1.33899999999999997,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,2,0.11400000000000000,222.00000000000000000,0.23505999999999999,0.15500000000000000
3359749,earthquake,2010-08-22T17:55:26.075Z,2013-07-16T10:17:00.000Z,175.23996999999999957,-37.79207999999999856,1.77200000000000002,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,3,0.21600000000000000,224.00000000000000000,0.25685000000000002,0.19200000000000000
3358496,earthquake,2010-08-11T14:42:03.856Z,2013-07-16T10:15:00.000Z,175.29967999999999506,-36.96520999999999901,1.04899999999999993,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,2,0.17899999999999999,161.00000000000000000,0.04890000000000000,0.29299999999999998
3352836,earthquake,2010-08-09T05:07:58.889Z,2013-07-16T10:09:00.000Z,175.01649000000000456,-36.95926000000000045,1.86099999999999999,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,3,0.07099999999999999,75.00000000000000000,0.25735999999999998,0.15300000000000000
3347634,quarry blast,2010-07-30T05:00:43.124Z,2013-07-16T09:45:00.000Z,175.07000999999999635,-37.62001000000000062,2.18500000000000005,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.13780000000000001,0.28699999999999998
3349657,quarry blast,2010-07-26T05:00:30.423Z,2013-07-16T09:46:00.000Z,175.07000999999999635,-37.62001000000000062,2.15399999999999991,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.10768000000000000,0.24199999999999999
3342874,earthquake,2010-07-21T10:03:12.019Z,2013-07-16T09:38:00.000Z,175.63677999999998747,-37.77100000000000080,3.21300000000000008,142.61719999999999686,ML,,GROPE,reviewed,manual,nz1dr,16,10,11,1.59600000000000009,244.00000000000000000,0.06186000000000000,0.27600000000000002
3342761,quarry blast,2010-07-21T05:01:19.270Z,2013-07-16T09:37:00.000Z,175.07000999999999635,-37.62001000000000062,2.31800000000000006,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,159.00000000000000000,0.08779000000000001,0.28699999999999998
3346045,quarry blast,2010-07-19T04:57:35.449Z,2013-07-16T09:42:00.000Z,175.07000999999999635,-37.62001000000000062,2.49800000000000022,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,2,0.36099999999999999,177.00000000000000000,0.17224999999999999,0.25100000000000000
3339224,quarry blast,2010-07-14T05:00:48.073Z,2013-07-16T09:32:00.000Z,175.07000999999999635,-37.62001000000000062,2.16699999999999982,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.16681000000000001,0.27800000000000002
3336530,quarry blast,2010-07-09T05:03:25.397Z,2013-07-16T09:28:00.000Z,175.07000999999999635,-37.62001000000000062,2.15099999999999980,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.16671000000000000,0.22100000000000000
3335957,quarry blast,2010-07-08T05:02:33.512Z,2013-07-16T09:28:00.000Z,175.07000999999999635,-37.62001000000000062,2.19200000000000017,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.10382000000000000,0.35099999999999998
